"","forecast_date","target","target_end_date","location","type","quantile","value"
"...1290","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.025,0
"...1291","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.05,0
"...1292","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.1,0
"...1293","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.15,0
"...1294","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.2,0
"...1295","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.25,0
"...1296","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.3,0
"...1297","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.35,0
"...1298","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.4,0
"...1299","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.45,0
"...1300","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.5,0
"...1301","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.55,0
"...1302","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.6,0
"...1303","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.65,0
"...1304","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.7,0
"...1305","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.75,0
"...1306","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.8,0
"...1307","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.85,0
"...1308","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.9,0
"...1309","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.95,0
"...1310","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.975,0
"...1311","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"DE","quantile",0.99,0
"1%...1312","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.01,0
"2.5%...1313","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.025,0
"5%...1314","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.05,0
"10%...1315","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.1,0
"15%...1316","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.15,0
"20%...1317","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.2,0
"25%...1318","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.25,0
"30%...1319","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.3,0
"35%...1320","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.35,0
"40%...1321","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.4,0
"45%...1322","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.45,0
"50%...1323","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.5,0.198
"55%...1324","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.55,0.959
"60%...1325","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.6,1.218
"65%...1326","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.65,1.433
"70%...1327","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.7,1.664
"75%...1328","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.75,1.836
"80%...1329","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.8,2.129
"85%...1330","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.85,2.374
"90%...1331","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.9,2.638
"95%...1332","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.95,3.631
"97.5%...1333","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.975,4.638
"99%...1334","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"FL","quantile",0.99,5.392
"1%...1335","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.01,0
"2.5%...1336","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.025,0
"5%...1337","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.05,0
"10%...1338","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.1,0
"15%...1339","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.15,0
"20%...1340","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.2,0
"25%...1341","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.25,0
"30%...1342","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.3,0
"35%...1343","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.35,0
"40%...1344","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.4,0
"45%...1345","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.45,0
"50%...1346","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.5,0
"55%...1347","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.55,0
"60%...1348","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.6,0
"65%...1349","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.65,0
"70%...1350","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.7,0
"75%...1351","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.75,0
"80%...1352","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.8,0
"85%...1353","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.85,0
"90%...1354","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.9,1
"95%...1355","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.95,1
"97.5%...1356","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.975,1
"99%...1357","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"GA","quantile",0.99,1
"1%...1358","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.01,0
"2.5%...1359","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.025,0
"5%...1360","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.05,0
"10%...1361","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.1,0
"15%...1362","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.15,0
"20%...1363","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.2,0
"25%...1364","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.25,0
"30%...1365","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.3,0
"35%...1366","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.35,0
"40%...1367","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.4,0
"45%...1368","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.45,0
"50%...1369","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.5,0
"55%...1370","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.55,0
"60%...1371","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.6,0
"65%...1372","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.65,0
"70%...1373","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.7,0
"75%...1374","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.75,0
"80%...1375","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.8,0
"85%...1376","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.85,0
"90%...1377","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.9,1
"95%...1378","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.95,2
"97.5%...1379","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.975,2
"99%...1380","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IA","quantile",0.99,2.01
"1%...1381","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.01,0
"2.5%...1382","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.025,0
"5%...1383","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.05,0
"10%...1384","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.1,0
"15%...1385","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.15,0
"20%...1386","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.2,0
"25%...1387","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.25,0
"30%...1388","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.3,0
"35%...1389","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.35,0
"40%...1390","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.4,0
"45%...1391","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.45,0
"50%...1392","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.5,0
"55%...1393","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.55,0
"60%...1394","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.6,0
"65%...1395","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.65,0
"70%...1396","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.7,0
"75%...1397","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.75,0
"80%...1398","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.8,0
"85%...1399","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.85,0
"90%...1400","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.9,0
"95%...1401","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.95,1
"97.5%...1402","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.975,1
"99%...1403","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"ID","quantile",0.99,1.01
"1%...1404","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.01,0
"2.5%...1405","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.025,0
"5%...1406","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.05,0
"10%...1407","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.1,0
"15%...1408","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.15,0
"20%...1409","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.2,0
"25%...1410","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.25,0
"30%...1411","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.3,0
"35%...1412","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.35,0
"40%...1413","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.4,0
"45%...1414","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.45,0
"50%...1415","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.5,0
"55%...1416","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.55,0
"60%...1417","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.6,0
"65%...1418","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.65,0
"70%...1419","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.7,0
"75%...1420","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.75,0
"80%...1421","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.8,0
"85%...1422","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.85,1
"90%...1423","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.9,1
"95%...1424","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.95,1.05
"97.5%...1425","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.975,2
"99%...1426","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IL","quantile",0.99,3.02
"1%...1427","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.01,0
"2.5%...1428","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.025,0
"5%...1429","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.05,0
"10%...1430","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.1,0
"15%...1431","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.15,0
"20%...1432","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.2,0
"25%...1433","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.25,0
"30%...1434","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.3,0
"35%...1435","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.35,0
"40%...1436","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.4,0
"45%...1437","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.45,0
"50%...1438","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.5,0
"55%...1439","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.55,0
"60%...1440","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.6,0
"65%...1441","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.65,0
"70%...1442","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.7,0
"75%...1443","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.75,0
"80%...1444","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.8,0
"85%...1445","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.85,0
"90%...1446","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.9,0
"95%...1447","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.95,1
"97.5%...1448","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.975,1
"99%...1449","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"IN","quantile",0.99,1
"1%...1450","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.01,0
"2.5%...1451","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.025,0
"5%...1452","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.05,0
"10%...1453","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.1,0
"15%...1454","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.15,0
"20%...1455","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.2,0
"25%...1456","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.25,0
"30%...1457","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.3,0
"35%...1458","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.35,0
"40%...1459","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.4,0
"45%...1460","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.45,0
"50%...1461","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.5,0
"55%...1462","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.55,0
"60%...1463","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.6,0
"65%...1464","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.65,0
"70%...1465","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.7,0
"75%...1466","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.75,0
"80%...1467","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.8,0
"85%...1468","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.85,0
"90%...1469","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.9,0
"95%...1470","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.95,0.202
"97.5%...1471","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.975,0.438
"99%...1472","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KS","quantile",0.99,0.614
"1%...1473","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.01,0
"2.5%...1474","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.025,0
"5%...1475","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.05,0
"10%...1476","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.1,0
"15%...1477","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.15,0
"20%...1478","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.2,0
"25%...1479","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.25,0
"30%...1480","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.3,0
"35%...1481","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.35,0
"40%...1482","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.4,0
"45%...1483","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.45,0
"50%...1484","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.5,0
"55%...1485","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.55,0
"60%...1486","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.6,0
"65%...1487","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.65,0
"70%...1488","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.7,0
"75%...1489","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.75,0
"80%...1490","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.8,0
"85%...1491","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.85,0
"90%...1492","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.9,0
"95%...1493","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.95,1
"97.5%...1494","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.975,1
"99%...1495","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"KY","quantile",0.99,1
"1%...1496","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.01,0
"2.5%...1497","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.025,0
"5%...1498","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.05,0
"10%...1499","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.1,0
"15%...1500","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.15,0
"20%...1501","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.2,0
"25%...1502","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.25,0
"30%...1503","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.3,0
"35%...1504","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.35,0
"40%...1505","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.4,0
"45%...1506","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.45,0
"50%...1507","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.5,0
"55%...1508","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.55,0
"60%...1509","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.6,0
"65%...1510","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.65,1
"70%...1511","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.7,1
"75%...1512","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.75,2
"80%...1513","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.8,2
"85%...1514","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.85,2.15
"90%...1515","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.9,3.1
"95%...1516","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.95,6.05
"97.5%...1517","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.975,8.525
"99%...1518","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"LA","quantile",0.99,10.01
"...1519","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.01,0
"...1520","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.025,0
"...1521","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.05,0
"...1522","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.1,0
"...1523","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.15,0
"...1524","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.2,0
"...1525","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.25,0
"...1526","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.3,0
"...1527","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.35,0
"...1528","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.4,0
"...1529","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.45,0
"...1530","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.5,0
"...1531","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.55,0
"...1532","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.6,0
"...1533","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.65,0
"...1534","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.7,0
"...1535","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.75,0
"...1536","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.8,0
"...1537","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.85,0
"...1538","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.9,0
"...1539","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.95,0
"...1540","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.975,0
"...1541","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MA","quantile",0.99,0
"...1542","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.01,0
"...1543","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.025,0
"...1544","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.05,0
"...1545","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.1,0
"...1546","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.15,0
"...1547","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.2,0
"...1548","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.25,0
"...1549","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.3,0
"...1550","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.35,0
"...1551","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.4,0
"...1552","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.45,0
"...1553","2023-04-30","Jun WNV neuroinvasive disease cases",2023-06-30,"MD","quantile",0.5,0
