"location","forecast_date","target_end_date","target","type","quantile","values"
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,0
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,0
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,1
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,1
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,1
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,1
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,2
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,2
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,2
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,2
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,3
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,3
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,3
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,4
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,4
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,5
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,6
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,9
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,11
"Iowa","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,14
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,0
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,1
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,1
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,1
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,1
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,2
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,2
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,2
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,3
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,3
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,4
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,4
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,5
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,6
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,7
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,9
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,13
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,16
"Iowa","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,21
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.1,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.15,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.2,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.25,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.3,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.35,0
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.4,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.45,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.5,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.55,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.6,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.65,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.7,1
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.75,2
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.8,2
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.85,2
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.9,2
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.95,3
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.975,4
"Iowa","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.99,4
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.01,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.025,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.05,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.1,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.15,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.2,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.25,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.3,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.35,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.4,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.45,0
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.5,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.55,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.6,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.65,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.7,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.75,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.8,1
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.85,2
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.9,2
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.95,2
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.975,3
"Iowa","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.99,4
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.01,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.025,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.05,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.1,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.15,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.2,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.25,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.3,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.35,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.4,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.45,0
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.5,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.55,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.6,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.65,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.7,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.75,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.8,1
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.85,2
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.9,2
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.95,2
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.975,3
"Iowa","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.99,4
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.2,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.25,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.3,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.35,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.4,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.45,0
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.5,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.55,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.6,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.65,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.7,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.75,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.8,1
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.85,2
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.9,2
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.95,2
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.975,3
"Idaho","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.99,4
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.2,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.25,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.3,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.35,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.4,0
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.45,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.5,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.55,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.6,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.65,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.7,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.75,1
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.8,2
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.85,2
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.9,2
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.95,3
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.975,3
"Idaho","2023-04-30","2023-6-30","June WNV neuroinvasive disease cases","quantile",0.99,4
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.2,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.25,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.3,0
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.35,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.4,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.45,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.5,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.55,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.6,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.65,1
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.7,2
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.75,2
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.8,2
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.85,2
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.9,3
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.95,3
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.975,4
"Idaho","2023-04-30","2023-7-31","July WNV neuroinvasive disease cases","quantile",0.99,4
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.2,1
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.25,1
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.3,1
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.35,2
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.4,2
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.45,2
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.5,2
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.55,3
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.6,3
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.65,4
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.7,4
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.75,5
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.8,5
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.85,6
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.9,7
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.95,9
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.975,11
"Idaho","2023-04-30","2023-8-31","August WNV neuroinvasive disease cases","quantile",0.99,13
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.2,1
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.25,1
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.3,1
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.35,1
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.4,1
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.45,2
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.5,2
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.55,2
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.6,2
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.65,3
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.7,3
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.75,3
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.8,4
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.85,4
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.9,5
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.95,7
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.975,9
"Idaho","2023-04-30","2023-9-30","September WNV neuroinvasive disease cases","quantile",0.99,11
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.2,1
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.25,1
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.3,1
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.35,2
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.4,2
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.45,3
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.5,9
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.55,291
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.6,337
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.65,373
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.7,406
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.75,438
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.8,472
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.85,511
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.9,558
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.95,628
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.975,691
"Idaho","2023-04-30","2023-10-31","October WNV neuroinvasive disease cases","quantile",0.99,765
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.2,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.25,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.3,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.35,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.4,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.45,0
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.5,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.55,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.6,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.65,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.7,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.75,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.8,1
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.85,2
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.9,2
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.95,2
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.975,3
"Idaho","2023-04-30","2023-11-30","November WNV neuroinvasive disease cases","quantile",0.99,4
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.01,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.025,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.05,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.1,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.15,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.2,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.25,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.3,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.35,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.4,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.45,0
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.5,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.55,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.6,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.65,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.7,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.75,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.8,1
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.85,2
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.9,2
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.95,2
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.975,3
"Idaho","2023-04-30","2023-12-31","December WNV neuroinvasive disease cases","quantile",0.99,4
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.01,0
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.025,0
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.05,0
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.1,0
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.15,0
"Illinois","2023-04-30","2023-5-31","May WNV neuroinvasive disease cases","quantile",0.2,0
