location,target,forecast_date,value,type,target_end_date,quantile
Indiana,December WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-12-31,0.99
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.01
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.025
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.05
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.1
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.15
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.2
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.25
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.3
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.35
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.4
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.45
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.5
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.55
Iowa,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.6
Iowa,May WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-05-31,0.65
Iowa,May WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-05-31,0.7
Iowa,May WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-05-31,0.75
Iowa,May WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-05-31,0.8
Iowa,May WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-05-31,0.85
Iowa,May WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-05-31,0.9
Iowa,May WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-05-31,0.95
Iowa,May WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-05-31,0.975
Iowa,May WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-05-31,0.99
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.01
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.025
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.05
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.1
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.15
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.2
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.25
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.3
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.35
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.4
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.45
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.5
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.55
Iowa,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.6
Iowa,June WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-06-30,0.65
Iowa,June WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-06-30,0.7
Iowa,June WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-06-30,0.75
Iowa,June WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-06-30,0.8
Iowa,June WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-06-30,0.85
Iowa,June WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-06-30,0.9
Iowa,June WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-06-30,0.95
Iowa,June WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-06-30,0.975
Iowa,June WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-06-30,0.99
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.01
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.025
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.05
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.1
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.15
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.2
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.25
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.3
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.35
Iowa,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.4
Iowa,July WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-07-31,0.45
Iowa,July WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-07-31,0.5
Iowa,July WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-07-31,0.55
Iowa,July WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-07-31,0.6
Iowa,July WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-07-31,0.65
Iowa,July WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-07-31,0.7
Iowa,July WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-07-31,0.75
Iowa,July WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-07-31,0.8
Iowa,July WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-07-31,0.85
Iowa,July WNV neuroinvasive disease cases,2023-04-30,9,quantile,2023-07-31,0.9
Iowa,July WNV neuroinvasive disease cases,2023-04-30,11,quantile,2023-07-31,0.95
Iowa,July WNV neuroinvasive disease cases,2023-04-30,13,quantile,2023-07-31,0.975
Iowa,July WNV neuroinvasive disease cases,2023-04-30,16,quantile,2023-07-31,0.99
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.01
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.025
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.05
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.1
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.15
Iowa,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.2
Iowa,August WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-08-31,0.25
Iowa,August WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-08-31,0.3
Iowa,August WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-08-31,0.35
Iowa,August WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-08-31,0.4
Iowa,August WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-08-31,0.45
Iowa,August WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-08-31,0.5
Iowa,August WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-08-31,0.55
Iowa,August WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-08-31,0.6
Iowa,August WNV neuroinvasive disease cases,2023-04-30,9,quantile,2023-08-31,0.65
Iowa,August WNV neuroinvasive disease cases,2023-04-30,11,quantile,2023-08-31,0.7
Iowa,August WNV neuroinvasive disease cases,2023-04-30,12,quantile,2023-08-31,0.75
Iowa,August WNV neuroinvasive disease cases,2023-04-30,14,quantile,2023-08-31,0.8
Iowa,August WNV neuroinvasive disease cases,2023-04-30,16,quantile,2023-08-31,0.85
Iowa,August WNV neuroinvasive disease cases,2023-04-30,19,quantile,2023-08-31,0.9
Iowa,August WNV neuroinvasive disease cases,2023-04-30,23,quantile,2023-08-31,0.95
Iowa,August WNV neuroinvasive disease cases,2023-04-30,26,quantile,2023-08-31,0.975
Iowa,August WNV neuroinvasive disease cases,2023-04-30,31,quantile,2023-08-31,0.99
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.01
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.025
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.05
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.1
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.15
Iowa,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.2
Iowa,September WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-09-30,0.25
Iowa,September WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-09-30,0.3
Iowa,September WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-09-30,0.35
Iowa,September WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-09-30,0.4
Iowa,September WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-09-30,0.45
Iowa,September WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-09-30,0.5
Iowa,September WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-09-30,0.55
Iowa,September WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-09-30,0.6
Iowa,September WNV neuroinvasive disease cases,2023-04-30,10,quantile,2023-09-30,0.65
Iowa,September WNV neuroinvasive disease cases,2023-04-30,11,quantile,2023-09-30,0.7
Iowa,September WNV neuroinvasive disease cases,2023-04-30,13,quantile,2023-09-30,0.75
Iowa,September WNV neuroinvasive disease cases,2023-04-30,14,quantile,2023-09-30,0.8
Iowa,September WNV neuroinvasive disease cases,2023-04-30,16,quantile,2023-09-30,0.85
Iowa,September WNV neuroinvasive disease cases,2023-04-30,19,quantile,2023-09-30,0.9
Iowa,September WNV neuroinvasive disease cases,2023-04-30,23,quantile,2023-09-30,0.95
Iowa,September WNV neuroinvasive disease cases,2023-04-30,27,quantile,2023-09-30,0.975
Iowa,September WNV neuroinvasive disease cases,2023-04-30,32,quantile,2023-09-30,0.99
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.01
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.025
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.05
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.1
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.15
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.2
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.25
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.3
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.35
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.4
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.45
Iowa,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.5
Iowa,October WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-10-31,0.55
Iowa,October WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-10-31,0.6
Iowa,October WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-10-31,0.65
Iowa,October WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-10-31,0.7
Iowa,October WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-10-31,0.75
Iowa,October WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-10-31,0.8
Iowa,October WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-10-31,0.85
Iowa,October WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-10-31,0.9
Iowa,October WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-10-31,0.95
Iowa,October WNV neuroinvasive disease cases,2023-04-30,10,quantile,2023-10-31,0.975
Iowa,October WNV neuroinvasive disease cases,2023-04-30,12,quantile,2023-10-31,0.99
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.01
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.025
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.05
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.1
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.15
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.2
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.25
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.3
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.35
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.4
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.45
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.5
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.55
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.6
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.65
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.7
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.75
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.8
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.85
Iowa,November WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-11-30,0.9
Iowa,November WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-11-30,0.95
Iowa,November WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-11-30,0.975
Iowa,November WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-11-30,0.99
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.01
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.025
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.05
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.1
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.15
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.2
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.25
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.3
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.35
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.4
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.45
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.5
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.55
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.6
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.65
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.7
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.75
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.8
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.85
Iowa,December WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-12-31,0.9
Iowa,December WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-12-31,0.95
Iowa,December WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-12-31,0.975
Iowa,December WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-12-31,0.99
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.01
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.025
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.05
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.1
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.15
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.2
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.25
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.3
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.35
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.4
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.45
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.5
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.55
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.6
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.65
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.7
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.75
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.8
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.85
Kansas,May WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-05-31,0.9
Kansas,May WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-05-31,0.95
Kansas,May WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-05-31,0.975
Kansas,May WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-05-31,0.99
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.01
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.025
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.05
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.1
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.15
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.2
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.25
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.3
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.35
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.4
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.45
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.5
Kansas,June WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-06-30,0.55
Kansas,June WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-06-30,0.6
Kansas,June WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-06-30,0.65
Kansas,June WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-06-30,0.7
Kansas,June WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-06-30,0.75
Kansas,June WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-06-30,0.8
Kansas,June WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-06-30,0.85
Kansas,June WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-06-30,0.9
Kansas,June WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-06-30,0.95
Kansas,June WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-06-30,0.975
Kansas,June WNV neuroinvasive disease cases,2023-04-30,9,quantile,2023-06-30,0.99
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.01
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.025
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.05
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.1
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.15
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.2
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.25
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.3
Kansas,July WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-07-31,0.35
Kansas,July WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-07-31,0.4
Kansas,July WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-07-31,0.45
Kansas,July WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-07-31,0.5
Kansas,July WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-07-31,0.55
Kansas,July WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-07-31,0.6
Kansas,July WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-07-31,0.65
Kansas,July WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-07-31,0.7
Kansas,July WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-07-31,0.75
Kansas,July WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-07-31,0.8
Kansas,July WNV neuroinvasive disease cases,2023-04-30,10,quantile,2023-07-31,0.85
Kansas,July WNV neuroinvasive disease cases,2023-04-30,11,quantile,2023-07-31,0.9
Kansas,July WNV neuroinvasive disease cases,2023-04-30,14,quantile,2023-07-31,0.95
Kansas,July WNV neuroinvasive disease cases,2023-04-30,16,quantile,2023-07-31,0.975
Kansas,July WNV neuroinvasive disease cases,2023-04-30,19,quantile,2023-07-31,0.99
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.01
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.025
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.05
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.1
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.15
Kansas,August WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-08-31,0.2
Kansas,August WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-08-31,0.25
Kansas,August WNV neuroinvasive disease cases,2023-04-30,2,quantile,2023-08-31,0.3
Kansas,August WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-08-31,0.35
Kansas,August WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-08-31,0.4
Kansas,August WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-08-31,0.45
Kansas,August WNV neuroinvasive disease cases,2023-04-30,6,quantile,2023-08-31,0.5
Kansas,August WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-08-31,0.55
Kansas,August WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-08-31,0.6
Kansas,August WNV neuroinvasive disease cases,2023-04-30,9,quantile,2023-08-31,0.65
Kansas,August WNV neuroinvasive disease cases,2023-04-30,11,quantile,2023-08-31,0.7
Kansas,August WNV neuroinvasive disease cases,2023-04-30,12,quantile,2023-08-31,0.75
Kansas,August WNV neuroinvasive disease cases,2023-04-30,14,quantile,2023-08-31,0.8
Kansas,August WNV neuroinvasive disease cases,2023-04-30,16,quantile,2023-08-31,0.85
Kansas,August WNV neuroinvasive disease cases,2023-04-30,19,quantile,2023-08-31,0.9
Kansas,August WNV neuroinvasive disease cases,2023-04-30,23,quantile,2023-08-31,0.95
Kansas,August WNV neuroinvasive disease cases,2023-04-30,26,quantile,2023-08-31,0.975
Kansas,August WNV neuroinvasive disease cases,2023-04-30,30,quantile,2023-08-31,0.99
Kansas,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.01
Kansas,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.025
Kansas,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.05
Kansas,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.1
Kansas,September WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-09-30,0.15
Kansas,September WNV neuroinvasive disease cases,2023-04-30,1,quantile,2023-09-30,0.2
Kansas,September WNV neuroinvasive disease cases,2023-04-30,3,quantile,2023-09-30,0.25
Kansas,September WNV neuroinvasive disease cases,2023-04-30,4,quantile,2023-09-30,0.3
Kansas,September WNV neuroinvasive disease cases,2023-04-30,5,quantile,2023-09-30,0.35
Kansas,September WNV neuroinvasive disease cases,2023-04-30,7,quantile,2023-09-30,0.4
Kansas,September WNV neuroinvasive disease cases,2023-04-30,8,quantile,2023-09-30,0.45
Kansas,September WNV neuroinvasive disease cases,2023-04-30,9,quantile,2023-09-30,0.5
Kansas,September WNV neuroinvasive disease cases,2023-04-30,10,quantile,2023-09-30,0.55
Kansas,September WNV neuroinvasive disease cases,2023-04-30,12,quantile,2023-09-30,0.6
Kansas,September WNV neuroinvasive disease cases,2023-04-30,13,quantile,2023-09-30,0.65
Kansas,September WNV neuroinvasive disease cases,2023-04-30,15,quantile,2023-09-30,0.7
Kansas,September WNV neuroinvasive disease cases,2023-04-30,17,quantile,2023-09-30,0.75
Kansas,September WNV neuroinvasive disease cases,2023-04-30,19,quantile,2023-09-30,0.8
Kansas,September WNV neuroinvasive disease cases,2023-04-30,21,quantile,2023-09-30,0.85
Kansas,September WNV neuroinvasive disease cases,2023-04-30,24,quantile,2023-09-30,0.9
Kansas,September WNV neuroinvasive disease cases,2023-04-30,29,quantile,2023-09-30,0.95
Kansas,September WNV neuroinvasive disease cases,2023-04-30,33,quantile,2023-09-30,0.975
Kansas,September WNV neuroinvasive disease cases,2023-04-30,37,quantile,2023-09-30,0.99
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.01
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.025
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.05
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.1
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.15
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.2
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.25
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.3
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.35
Kansas,October WNV neuroinvasive disease cases,2023-04-30,0,quantile,2023-10-31,0.4
