target_end_date,value,location,quantile,target,type,forecast_date
2023-10-31,6.973435653,Georgia,0.85,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,9.219810225,Georgia,0.9,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,13.67540866,Georgia,0.95,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,17.05339487,Georgia,0.975,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,22.65245192,Georgia,0.99,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.147980913,Georgia,0.01,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.177619362,Georgia,0.025,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.231144388,Georgia,0.05,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.337142674,Georgia,0.1,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.422160345,Georgia,0.15,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.510179529,Georgia,0.2,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.691259935,Georgia,0.25,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.79663311,Georgia,0.3,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.920516727,Georgia,0.35,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.00583664,Georgia,0.4,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.104339395,Georgia,0.45,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.230241433,Georgia,0.5,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.379302106,Georgia,0.55,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.534236652,Georgia,0.6,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.767456749,Georgia,0.65,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.025749253,Georgia,0.7,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.319541861,Georgia,0.75,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.817420091,Georgia,0.8,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,3.397828664,Georgia,0.85,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,4.505452941,Georgia,0.9,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,6.559539568,Georgia,0.95,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,8.444546485,Georgia,0.975,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,10.32342557,Georgia,0.99,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.060456585,Georgia,0.01,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.078652094,Georgia,0.025,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.09522647,Georgia,0.05,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.125028422,Georgia,0.1,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.147689848,Georgia,0.15,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.204419813,Georgia,0.2,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.252847786,Georgia,0.25,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.298301935,Georgia,0.3,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.329521184,Georgia,0.35,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.381983792,Georgia,0.4,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.421859059,Georgia,0.45,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.464098738,Georgia,0.5,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.518617022,Georgia,0.55,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.584936393,Georgia,0.6,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.649610187,Georgia,0.65,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.732296442,Georgia,0.7,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.831200664,Georgia,0.75,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.0245744,Georgia,0.8,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.273854686,Georgia,0.85,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.654509961,Georgia,0.9,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,2.379967214,Georgia,0.95,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,2.975989229,Georgia,0.975,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,3.85195018,Georgia,0.99,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.246676563,Iowa,0.01,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.293854763,Iowa,0.025,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.380963764,Iowa,0.05,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.496419286,Iowa,0.1,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.635689999,Iowa,0.15,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.76431587,Iowa,0.2,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.91122099,Iowa,0.25,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.080072381,Iowa,0.3,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.20414996,Iowa,0.35,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.337945329,Iowa,0.4,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.468325006,Iowa,0.45,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.682004088,Iowa,0.5,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.836951832,Iowa,0.55,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.025315856,Iowa,0.6,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.239267195,Iowa,0.65,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.47905379,Iowa,0.7,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.737959628,Iowa,0.75,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.035399269,Iowa,0.8,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.614266823,Iowa,0.85,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,4.385495705,Iowa,0.9,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,6.518117575,Iowa,0.95,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,8.842733287,Iowa,0.975,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,12.59265081,Iowa,0.99,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.372301365,Iowa,0.01,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.484509849,Iowa,0.025,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.640741934,Iowa,0.05,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.825539591,Iowa,0.1,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.037062954,Iowa,0.15,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.262421518,Iowa,0.2,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.414416939,Iowa,0.25,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.583441451,Iowa,0.3,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.751182356,Iowa,0.35,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.96903407,Iowa,0.4,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.181266763,Iowa,0.45,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.391728406,Iowa,0.5,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.628715037,Iowa,0.55,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.899907796,Iowa,0.6,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.195280224,Iowa,0.65,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.528303208,Iowa,0.7,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.882580706,Iowa,0.75,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,4.413452516,Iowa,0.8,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,5.1900831,Iowa,0.85,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,6.528215376,Iowa,0.9,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,9.51292578,Iowa,0.95,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,13.07679182,Iowa,0.975,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,17.54647188,Iowa,0.99,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.385569441,Iowa,0.01,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.458885232,Iowa,0.025,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.61206961,Iowa,0.05,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.809628539,Iowa,0.1,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.987669593,Iowa,0.15,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.155546708,Iowa,0.2,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.287382394,Iowa,0.25,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.458249336,Iowa,0.3,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.6352208,Iowa,0.35,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.781297962,Iowa,0.4,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.936886592,Iowa,0.45,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.159805799,Iowa,0.5,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.331094872,Iowa,0.55,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.549088025,Iowa,0.6,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.76483888,Iowa,0.65,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.019876924,Iowa,0.7,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.421448043,Iowa,0.75,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.899360098,Iowa,0.8,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.397539338,Iowa,0.85,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,5.378723512,Iowa,0.9,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,8.228279274,Iowa,0.95,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,11.02332786,Iowa,0.975,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,14.53917386,Iowa,0.99,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.176171957,Iowa,0.01,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.242674234,Iowa,0.025,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.295075439,Iowa,0.05,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.406546594,Iowa,0.1,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.554633878,Iowa,0.15,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.664594554,Iowa,0.2,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.767892919,Iowa,0.25,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.91421142,Iowa,0.3,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.032621998,Iowa,0.35,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.145075792,Iowa,0.4,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.260623106,Iowa,0.45,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.42160703,Iowa,0.5,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.547938626,Iowa,0.55,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.728714058,Iowa,0.6,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.873002293,Iowa,0.65,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.082264755,Iowa,0.7,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.304056847,Iowa,0.75,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.547748243,Iowa,0.8,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.005692536,Iowa,0.85,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.553123242,Iowa,0.9,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,5.312661968,Iowa,0.95,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,7.471610027,Iowa,0.975,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,9.633088731,Iowa,0.99,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.07241532,Iowa,0.01,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.088774326,Iowa,0.025,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.109955055,Iowa,0.05,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.144372737,Iowa,0.1,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.18881837,Iowa,0.15,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.235698989,Iowa,0.2,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.272285319,Iowa,0.25,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.327992365,Iowa,0.3,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.382065349,Iowa,0.35,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.436269502,Iowa,0.4,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.469178634,Iowa,0.45,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.520806558,Iowa,0.5,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.569238218,Iowa,0.55,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.634019163,Iowa,0.6,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.721333783,Iowa,0.65,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.796912523,Iowa,0.7,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.883868573,Iowa,0.75,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.970760233,Iowa,0.8,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.134913067,Iowa,0.85,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,1.357053178,Iowa,0.9,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.04082784,Iowa,0.95,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,2.854539321,Iowa,0.975,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,3.806967697,Iowa,0.99,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.025490872,Iowa,0.01,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.02931827,Iowa,0.025,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.036103101,Iowa,0.05,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.047218121,Iowa,0.1,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.056597966,Iowa,0.15,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.067198297,Iowa,0.2,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.076887602,Iowa,0.25,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.08853512,Iowa,0.3,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.101877788,Iowa,0.35,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.114695147,Iowa,0.4,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.128550357,Iowa,0.45,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.145979117,Iowa,0.5,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.159781693,Iowa,0.55,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.180422837,Iowa,0.6,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.198898621,Iowa,0.65,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.218969389,Iowa,0.7,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.250950329,Iowa,0.75,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.293428786,Iowa,0.8,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.345322054,Iowa,0.85,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.425478918,Iowa,0.9,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.610082995,Iowa,0.95,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,0.81169123,Iowa,0.975,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-12-31,1.123938031,Iowa,0.99,December WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.094874037,Idaho,0.01,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.145249266,Idaho,0.025,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.196955021,Idaho,0.05,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.333454489,Idaho,0.1,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.441974172,Idaho,0.15,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.555780561,Idaho,0.2,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.662751387,Idaho,0.25,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.802091926,Idaho,0.3,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,0.987345427,Idaho,0.35,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.093548562,Idaho,0.4,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.358685877,Idaho,0.45,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,1.696772521,Idaho,0.5,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.012295605,Idaho,0.55,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.356274069,Idaho,0.6,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,2.706542806,Idaho,0.65,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.103391372,Idaho,0.7,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,3.798627852,Idaho,0.75,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,4.639253886,Idaho,0.8,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,5.651037172,Idaho,0.85,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,7.666785761,Idaho,0.9,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,10.1583862,Idaho,0.95,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,13.07795857,Idaho,0.975,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-07-31,14.66779024,Idaho,0.99,July WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.180195031,Idaho,0.01,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.297544974,Idaho,0.025,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.405772896,Idaho,0.05,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.654079821,Idaho,0.1,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,0.885907023,Idaho,0.15,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.16092959,Idaho,0.2,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.310491077,Idaho,0.25,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.541006689,Idaho,0.3,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,1.924903261,Idaho,0.35,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.33104846,Idaho,0.4,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,2.756367918,Idaho,0.45,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,3.17371047,Idaho,0.5,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,4.011211961,Idaho,0.55,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,4.591124892,Idaho,0.6,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,5.199155286,Idaho,0.65,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,5.982609826,Idaho,0.7,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,7.317899351,Idaho,0.75,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,8.977901225,Idaho,0.8,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,11.26402677,Idaho,0.85,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,14.40589623,Idaho,0.9,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,19.77784177,Idaho,0.95,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,27.4859804,Idaho,0.975,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-08-31,30.70040836,Idaho,0.99,August WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.251298723,Idaho,0.01,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.337482915,Idaho,0.025,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.454629444,Idaho,0.05,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.747683587,Idaho,0.1,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,0.989061025,Idaho,0.15,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.221901379,Idaho,0.2,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.390641086,Idaho,0.25,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,1.661677464,Idaho,0.3,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.104665623,Idaho,0.35,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.43338507,Idaho,0.4,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,2.850472649,Idaho,0.45,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,3.288256949,Idaho,0.5,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.020767355,Idaho,0.55,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,4.504916824,Idaho,0.6,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,5.248507153,Idaho,0.65,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,5.966247936,Idaho,0.7,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,7.44958806,Idaho,0.75,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,8.897127434,Idaho,0.8,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,11.01482424,Idaho,0.85,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,14.40482645,Idaho,0.9,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,19.39358341,Idaho,0.95,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,24.24949833,Idaho,0.975,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-09-30,30.117392,Idaho,0.99,September WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.154098685,Idaho,0.01,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.222697672,Idaho,0.025,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.286756429,Idaho,0.05,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.408610806,Idaho,0.1,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.585951048,Idaho,0.15,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.677485134,Idaho,0.2,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.77408268,Idaho,0.25,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,0.911708068,Idaho,0.3,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.190916068,Idaho,0.35,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.40073527,Idaho,0.4,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.639262409,Idaho,0.45,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,1.791324492,Idaho,0.5,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.07881532,Idaho,0.55,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.415266426,Idaho,0.6,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,2.814484565,Idaho,0.65,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,3.339977552,Idaho,0.7,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,4.078221479,Idaho,0.75,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,4.705538566,Idaho,0.8,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,5.424990217,Idaho,0.85,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,7.283574456,Idaho,0.9,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,9.913116758,Idaho,0.95,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,12.69435759,Idaho,0.975,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-10-31,14.84679053,Idaho,0.99,October WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.054286022,Idaho,0.01,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.07707531,Idaho,0.025,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.107091766,Idaho,0.05,November WNV neuroinvasive disease cases,quantile,2023-06-30
2023-11-30,0.163421636,Idaho,0.1,November WNV neuroinvasive disease cases,quantile,2023-06-30
