,location,forecast_date,target_end_date,target,type,quantile,value
2140,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.025,0
2141,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.05,0
2142,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.1,0
2143,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.15,0
2144,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.2,0.0014463541006942
2145,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.25,0.9053780844402166
2146,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.3,1.225997879879302
2147,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.35,1.5433171023958128
2148,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.4,1.673256315483021
2149,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.45,1.8564505321807443
2150,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.5,2.303492083101403
2151,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.55,2.5968843172483087
2152,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.6,2.6684176851847514
2153,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.65,2.7662188194500112
2154,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.7,2.965576117778536
2155,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.75,3.3870265565859894
2156,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.8,4.059268575706186
2157,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.85,4.205117855197773
2158,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.9,4.870265375781647
2159,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.95,7.32505347233016
2160,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.975,9.150743277564064
2161,Illinois,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.99,9.358258309027583
2162,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.01,0
2163,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.025,0
2164,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.05,0
2165,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.1,0
2166,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.15,0
2167,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.2,0
2168,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.25,0
2169,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.3,0
2170,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.35,0
2171,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.4,0
2172,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.45,0
2173,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.5,0.2919895611309799
2174,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.55,0.3375343696747758
2175,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.6,0.4694842291620383
2176,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.65,0.6155252299282833
2177,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.7,1.002730489649596
2178,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.75,1.377525366880258
2179,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.8,1.685333574407094
2180,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.85,2.157857169914275
2181,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.9,3.2626462764240878
2182,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.95,3.873324207190848
2183,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.975,5.738070878919261
2184,Illinois,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.99,7.056718449694281
2185,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.01,0
2186,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.025,0
2187,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.05,0
2188,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.1,0
2189,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.15,0
2190,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.2,0
2191,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.25,0
2192,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.3,0
2193,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.35,0
2194,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.4,0
2195,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.45,0
2196,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.5,0.0485012767506393
2197,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.55,0.360710188745577
2198,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.6,0.4751458682895331
2199,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.65,0.5722028652175886
2200,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.7,0.8746966708459902
2201,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.75,0.9421928270688594
2202,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.8,1.0334197176705024
2203,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.85,1.2533922327203189
2204,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.9,1.501097690326253
2205,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.95,1.9817489398819297
2206,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.975,2.962800147711871
2207,Illinois,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.99,3.429677920904696
2208,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0
2209,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0
2210,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0
2211,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0
2212,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0
2213,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0
2214,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0
2215,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0
2216,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0
2217,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0
2218,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0.0087750186820932
2219,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0.0453474093781127
2220,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0.0602771716535817
2221,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0.0919199080983189
2222,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,0.1142158715279763
2223,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,0.28163612156336
2224,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,0.4112621337161944
2225,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.8,0.529822160421287
2226,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.85,0.571301560666114
2227,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.9,0.699150206960129
2228,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.95,1.0248458047306552
2229,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.975,3.000918023238405
2230,Indiana,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.99,5.164496500149037
2231,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.01,0
2232,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.025,0
2233,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.05,0
2234,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.1,0
2235,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.15,0
2236,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.2,0
2237,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.25,0
2238,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.3,0
2239,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.35,0
2240,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.4,0
2241,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.45,0.117229484594662
2242,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.5,0.1423935612382946
2243,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.55,0.1881620583632731
2244,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.6,0.2706803042434065
2245,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.65,0.2900768833935517
2246,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.7,0.4896976416685337
2247,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.75,0.7498172399388205
2248,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.8,0.8317644218971598
2249,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.85,0.9863547061669484
2250,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.9,1.2385299358534156
2251,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.95,4.8051587346793285
2252,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.975,7.099111144081916
2253,Indiana,2023-04-30,2023-06-30,June WNV neuroinvasive disease cases,quantile,0.99,7.588156753727171
2254,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.01,0
2255,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.025,0
2256,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.05,0
2257,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.1,0
2258,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.15,0
2259,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.2,0
2260,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.25,0
2261,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.3,0
2262,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.35,0
2263,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.4,0
2264,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.45,0
2265,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.5,0
2266,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.55,0
2267,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.6,0.1089875706333741
2268,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.65,0.1316109766030641
2269,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.7,0.1928652185153614
2270,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.75,0.3363136740022645
2271,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.8,0.4472181765175009
2272,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.85,0.6547224519235065
2273,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.9,0.8327939746235262
2274,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.95,1.2836528308398747
2275,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.975,1.646128790357206
2276,Indiana,2023-04-30,2023-07-31,July WNV neuroinvasive disease cases,quantile,0.99,3.0490364100128544
2277,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.01,0
2278,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.025,0
2279,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.05,0
2280,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.1,0
2281,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.15,0
2282,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.2,0
2283,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.25,0.0533387202370383
2284,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.3,0.2254726716665184
2285,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.35,0.338022606117296
2286,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.4,0.457177909391722
2287,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.45,0.6593312026204176
2288,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.5,0.8296872040548933
2289,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.55,0.8849921801641591
2290,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.6,0.9139388117159658
2291,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.65,0.9467387372744068
2292,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.7,0.9732330711144286
2293,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.75,1.324530313456881
2294,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.8,1.7777588584335449
2295,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.85,1.864891888063072
2296,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.9,2.1241848932974605
2297,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.95,5.599048268968819
2298,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.975,7.625680175833852
2299,Indiana,2023-04-30,2023-08-31,August WNV neuroinvasive disease cases,quantile,0.99,9.105637086634466
2300,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.01,0
2301,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.025,0
2302,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.05,2.722463755325073
2303,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.1,4.368591353724423
2304,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.15,4.550170790045963
2305,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.2,4.727984907665396
2306,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.25,4.86609249236489
2307,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.3,5.013570135847959
2308,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.35,5.096804405175649
2309,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.4,5.201595791285697
2310,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.45,5.533474560841585
2311,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.5,5.615490175448348
2312,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.55,5.709635438020943
2313,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.6,5.733020839804722
2314,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.65,5.926420023592924
2315,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.7,5.9658951834229095
2316,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.75,6.016678102989199
2317,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.8,6.076327561900654
2318,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.85,6.29331060752337
2319,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.9,6.624819036865973
2320,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.95,7.116792778661647
2321,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.975,7.291397265775155
2322,Indiana,2023-04-30,2023-09-30,September WNV neuroinvasive disease cases,quantile,0.99,11.4176117779445
2323,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.01,0
2324,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.025,0
2325,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.05,0
2326,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.1,0
2327,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.15,0
2328,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.2,0
2329,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.25,0.0029064982724849
2330,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.3,0.1275775374414169
2331,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.35,0.1852317924542352
2332,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.4,0.2360680972575407
2333,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.45,0.3211179592061833
2334,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.5,0.5545013355784099
2335,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.55,0.6222032588572375
2336,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.6,0.6808308462228192
2337,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.65,0.7205647847624158
2338,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.7,0.7891890625852283
2339,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.75,0.9567390915263608
2340,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.8,1.0451625808440503
2341,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.85,1.1740296389421592
2342,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.9,1.2245326472765166
2343,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.95,2.584626169654581
2344,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.975,4.58272219330908
2345,Indiana,2023-04-30,2023-10-31,October WNV neuroinvasive disease cases,quantile,0.99,6.587343063493985
2346,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.01,0
2347,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.025,0
2348,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.05,0
2349,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.1,0
2350,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.15,0
2351,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.2,0
2352,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.25,0
2353,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.3,0
2354,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.35,0
2355,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.4,0
2356,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.45,0
2357,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.5,0.008750970203783
2358,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.55,0.0355401756748869
2359,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.6,0.0859637906565484
2360,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.65,0.1404531459707901
2361,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.7,0.180923000527691
2362,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.75,0.2688836121083118
2363,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.8,0.5543315106756413
2364,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.85,0.6400443809032751
2365,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.9,0.7381643903549078
2366,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.95,1.7214101963884765
2367,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.975,3.938121543044658
2368,Indiana,2023-04-30,2023-11-30,November WNV neuroinvasive disease cases,quantile,0.99,5.562727975045062
2369,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.01,0
2370,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.025,0
2371,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.05,0
2372,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.1,0
2373,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.15,0
2374,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.2,0
2375,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.25,0
2376,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.3,0
2377,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.35,0
2378,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.4,0
2379,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.45,0
2380,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.5,0
2381,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.55,0
2382,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.6,0.0009008599664576
2383,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.65,0.0363629450641427
2384,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.7,0.0899805680732279
2385,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.75,0.1386746005054676
2386,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.8,0.2751833271865985
2387,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.85,0.4862489173450642
2388,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.9,0.6355137716272597
2389,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.95,0.729541164935261
2390,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.975,0.8186485472131523
2391,Indiana,2023-04-30,2023-12-31,December WNV neuroinvasive disease cases,quantile,0.99,4.369721983792867
2392,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.01,0
2393,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.025,0
2394,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.05,0
2395,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.1,0
2396,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.15,0
2397,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.2,0
2398,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.25,0
2399,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.3,0
2400,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.35,0
2401,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.4,0
2402,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.45,0
2403,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.5,0
2404,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.55,0
2405,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.6,0.0167783199015693
2406,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.65,0.0803871465358126
2407,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.7,0.1203207129281093
2408,Kansas,2023-04-30,2023-05-31,May WNV neuroinvasive disease cases,quantile,0.75,0.1912884410128572
