location,forecast_date,target_end_date,type,target,quantile,value
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,44
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,59
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,80
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,113
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,168
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,279
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,585
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,1142
California,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,2436
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,1
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,1
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,2
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,3
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,4
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,5
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,6
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,8
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,10
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,13
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,16
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,22
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,29
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,40
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,58
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,94
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,191
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,349
Colorado,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,722
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,0
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,1
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,1
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,2
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,2
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,3
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,4
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,5
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,8
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,13
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,25
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,45
Connecticut,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,93
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,0
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,1
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,1
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,1
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,2
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,3
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,4
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,8
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,15
District of Columbia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,30
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,0
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,1
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,1
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,1
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,2
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,4
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,7
Delaware,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,14
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,1
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,1
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,2
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,3
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,3
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,5
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,6
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,9
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,15
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,32
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,59
Florida,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,122
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,1
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,2
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,2
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,3
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,4
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,5
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,7
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,10
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,16
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,33
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,60
Georgia,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,121
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,1
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,2
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,2
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,3
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,4
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,5
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,7
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,9
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,13
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,21
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,43
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,80
Iowa,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,158
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,1
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,2
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,2
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,3
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,3
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,4
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,6
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,8
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,11
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,18
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,37
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,66
Idaho,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,137
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,1
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,1
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,2
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,3
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,3
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,4
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,6
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,7
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,9
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,12
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,16
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,21
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,29
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,42
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,67
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,137
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,256
Illinois,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,511
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,1
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,1
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,2
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,2
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,3
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,4
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,5
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,6
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,9
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,12
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,19
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,38
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,68
Indiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,136
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,1
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,1
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,1
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,2
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,3
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,3
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,4
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,5
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,7
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,9
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,13
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,18
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,28
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,55
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,99
Kansas,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,193
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,0
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,1
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,1
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,1
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,1
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,2
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,2
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,3
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,5
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,8
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,15
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,26
Kentucky,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,51
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.025,0
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.05,0
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.1,0
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.15,0
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.2,1
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.25,1
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.3,1
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.35,2
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.4,2
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.45,3
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.5,4
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.55,5
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.6,7
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.65,9
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.7,11
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.75,15
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.8,21
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.85,31
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.9,50
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.95,100
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.975,181
Louisiana,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.99,368
Massachusetts,2023-07-31,2023-08-31,quantile,August WNV neuroinvasive disease cases,0.01,0
